path,size_bytes,size_gib,modification_date_utc,experiment_family,method,tissues,seed,checkpoint_files,prediction_inference_artifacts,referenced_by_paper_tables,referenced_by_adapter_manifests,used_for_published_adapter,likely_needed_for_qualitative_figures_qc,classification,candidate_subartifacts,rationale
run/sthelar40x_lung_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN,8427076462,7.848327,2026-07-21T16:00:20+00:00,Tissue-specific 5-class within-slide margin128,FullFT,Lung,42,log/2026-07-01T025414_sthelar40x_lung_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [8397780481 B],log/2026-07-01T025414_sthelar40x_lung_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN/inference_results.json [5496881 B]; log/2026-07-01T025414_sthelar40x_lung_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [18926 B]; log/2026-07-01T025414_sthelar40x_lung_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4233 B],NO,NO,NO,NO,KEEP_CRITICAL,NONE,Canonical tissue-specific FullFT/selected-PEFT run with checkpoint or final inference evidence.
run/sthelar40x_lung_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,5820397786,5.420668,2026-07-21T16:00:20+00:00,Tissue-specific 5-class within-slide margin128,LoRA Q/V + AdaptFormer + NP/HV/NT final heads,Lung,42,log/2026-06-30T092331_sthelar40x_lung_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [2894597112 B]; log/2026-07-01T025800_sthelar40x_lung_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [2894602826 B],log/2026-06-30T092331_sthelar40x_lung_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/inference_results.json [5484148 B]; log/2026-06-30T092331_sthelar40x_lung_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [18880 B]; log/2026-06-30T092331_sthelar40x_lung_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4202 B]; log/2026-07-01T025800_sthelar40x_lung_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/inference_results.json [5478924 B]; log/2026-07-01T025800_sthelar40x_lung_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [18817 B]; log/2026-07-01T025800_sthelar40x_lung_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4212 B],YES,YES,YES,YES,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest and is a source of a published Hugging Face adapter.
run/sthelar40x_lung_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,2910105900,2.710247,2026-07-01T10:30:31+00:00,Tissue-specific 5-class within-slide margin128,LoRA Q/V + AdaptFormer + NP/HV/NT final heads,Lung,43,log/2026-06-30T234638_sthelar40x_lung_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/checkpoints/model_best.pth [2894597112 B],log/2026-06-30T234638_sthelar40x_lung_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results.json [5475661 B]; log/2026-06-30T234638_sthelar40x_lung_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard.json [18878 B]; log/2026-06-30T234638_sthelar40x_lung_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4219 B],NO,YES,NO,YES,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest.
run/sthelar40x_ovary_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN,8426798974,7.848068,2026-06-28T15:47:22+00:00,Tissue-specific 5-class within-slide margin128,FullFT,Ovary,42,log/2026-06-27T200611_sthelar40x_ovary_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [8397780353 B],log/2026-06-27T200611_sthelar40x_ovary_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN/inference_results.json [5311448 B]; log/2026-06-27T200611_sthelar40x_ovary_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [19044 B]; log/2026-06-27T200611_sthelar40x_ovary_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4244 B],YES,NO,NO,NO,KEEP_CRITICAL,NONE,Canonical tissue-specific FullFT/selected-PEFT run with checkpoint or final inference evidence.
run/sthelar40x_ovary_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,2909855725,2.710014,2026-06-29T19:58:35+00:00,Tissue-specific 5-class within-slide margin128,LoRA Q/V + AdaptFormer + NP/HV/NT final heads,Ovary,42,log/2026-06-28T203221_sthelar40x_ovary_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [2894596984 B],log/2026-06-28T203221_sthelar40x_ovary_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/inference_results.json [5306273 B]; log/2026-06-28T203221_sthelar40x_ovary_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [18969 B]; log/2026-06-28T203221_sthelar40x_ovary_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4247 B],YES,YES,YES,YES,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest and is a source of a published Hugging Face adapter.
run/sthelar40x_ovary_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,2909909783,2.710065,2026-07-01T13:21:53+00:00,Tissue-specific 5-class within-slide margin128,LoRA Q/V + AdaptFormer + NP/HV/NT final heads,Ovary,43,log/2026-06-30T234638_sthelar40x_ovary_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/checkpoints/model_best.pth [2894597048 B],log/2026-06-30T234638_sthelar40x_ovary_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results.json [5226113 B]; log/2026-06-30T234638_sthelar40x_ovary_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard.json [18997 B]; log/2026-06-30T234638_sthelar40x_ovary_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4238 B],NO,YES,NO,YES,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest.
run/sthelar40x_pancreatic_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN,8432252865,7.853147,2026-07-21T16:00:20+00:00,Tissue-specific 5-class within-slide margin128,FullFT,Pancreatic,42,log/2026-07-01T230717_sthelar40x_pancreatic_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [8397780545 B],log/2026-07-01T230717_sthelar40x_pancreatic_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN/inference_results.json [5549501 B]; log/2026-07-01T230717_sthelar40x_pancreatic_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [18281 B]; log/2026-07-01T230717_sthelar40x_pancreatic_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [3889 B],NO,NO,NO,NO,KEEP_CRITICAL,NONE,Canonical tissue-specific FullFT/selected-PEFT run with checkpoint or final inference evidence.
run/sthelar40x_pancreatic_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,2912222297,2.712218,2026-07-01T13:07:30+00:00,Tissue-specific 5-class within-slide margin128,LoRA Q/V + AdaptFormer + NP/HV/NT final heads,Pancreatic,43,log/2026-06-30T235608_sthelar40x_pancreatic_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/checkpoints/model_best.pth [2894597240 B],log/2026-06-30T235608_sthelar40x_pancreatic_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results.json [5618164 B]; log/2026-06-30T235608_sthelar40x_pancreatic_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard.json [18342 B]; log/2026-06-30T235608_sthelar40x_pancreatic_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [3891 B],YES,YES,YES,YES,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest and is a source of a published Hugging Face adapter.
run/sthelar40x_skin_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN,8421261840,7.842911,2026-07-21T16:00:20+00:00,Tissue-specific 5-class within-slide margin128,FullFT,Skin,42,log/2026-07-01T231252_sthelar40x_skin_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [8397788500 B],log/2026-07-01T231252_sthelar40x_skin_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN/inference_results.json [4231175 B]; log/2026-07-01T231252_sthelar40x_skin_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [19366 B]; log/2026-07-01T231252_sthelar40x_skin_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4519 B],NO,NO,NO,NO,KEEP_CRITICAL,NONE,Canonical tissue-specific FullFT/selected-PEFT run with checkpoint or final inference evidence.
run/sthelar40x_skin_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,2906833969,2.707200,2026-06-30T15:45:15+00:00,Tissue-specific 5-class within-slide margin128,LoRA Q/V + AdaptFormer + NP/HV/NT final heads,Skin,42,log/2026-06-30T092331_sthelar40x_skin_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [2894597112 B],log/2026-06-30T092331_sthelar40x_skin_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/inference_results.json [4228811 B]; log/2026-06-30T092331_sthelar40x_skin_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [19428 B]; log/2026-06-30T092331_sthelar40x_skin_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4535 B],YES,YES,YES,YES,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest and is a source of a published Hugging Face adapter.
run/sthelar40x_skin_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,2906692728,2.707069,2026-07-01T14:13:06+00:00,Tissue-specific 5-class within-slide margin128,LoRA Q/V + AdaptFormer + NP/HV/NT final heads,Skin,43,log/2026-07-01T071017_sthelar40x_skin_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/checkpoints/model_best.pth [2894597112 B],log/2026-07-01T071017_sthelar40x_skin_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results.json [4223409 B]; log/2026-07-01T071017_sthelar40x_skin_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard.json [19367 B]; log/2026-07-01T071017_sthelar40x_skin_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4564 B],NO,YES,NO,YES,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest.
run/sthelar40x_tonsil_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN,8435225167,7.855916,2026-07-21T16:00:20+00:00,Tissue-specific 5-class within-slide margin128,FullFT,Tonsil,42,log/2026-07-01T230338_sthelar40x_tonsil_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [8397780481 B],log/2026-07-01T230338_sthelar40x_tonsil_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN/inference_results.json [9216014 B]; log/2026-07-01T230338_sthelar40x_tonsil_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [18515 B]; log/2026-07-01T230338_sthelar40x_tonsil_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [3996 B],NO,NO,NO,NO,KEEP_CRITICAL,NONE,Canonical tissue-specific FullFT/selected-PEFT run with checkpoint or final inference evidence.
run/sthelar40x_tonsil_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,2915717755,2.715474,2026-07-01T21:00:48+00:00,Tissue-specific 5-class within-slide margin128,LoRA Q/V + AdaptFormer + NP/HV/NT final heads,Tonsil,43,log/2026-06-30T232731_sthelar40x_tonsil_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/checkpoints/model_best.pth [2894597176 B],log/2026-06-30T232731_sthelar40x_tonsil_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results.json [9122878 B]; log/2026-06-30T232731_sthelar40x_tonsil_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard.json [18269 B]; log/2026-06-30T232731_sthelar40x_tonsil_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [3855 B],YES,YES,YES,YES,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest and is a source of a published Hugging Face adapter.
run/sthelar40x_tonsil_9class_slide_adaptformer_gelu_red16_lr5e-5_e10_seed42_CLEAN,19794216,0.018435,2026-06-12T20:44:02+00:00,Single-tissue 9-class slide-split exploratory,AdaptFormer,Tonsil,42,NONE,log/2026-06-11T135652_sthelar40x_tonsil_9class_slide_adaptformer_gelu_red16_lr5e-5_e10_seed42_CLEAN/inference_results.json [10829845 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,"No checkpoint remains, but inference results preserve otherwise non-reconstructable historical evidence."
run/sthelar40x_tonsil_9class_slide_adaptformer_gelu_red16_lr5e-5_e10_seed43_CLEAN,19868545,0.018504,2026-06-15T15:07:44+00:00,Single-tissue 9-class slide-split exploratory,AdaptFormer,Tonsil,43,NONE,log/2026-06-13T000335_sthelar40x_tonsil_9class_slide_adaptformer_gelu_red16_lr5e-5_e10_seed43_CLEAN/inference_results.json [10906545 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,"No checkpoint remains, but inference results preserve otherwise non-reconstructable historical evidence."
run/sthelar40x_tonsil_9class_slide_adaptformer_gelu_red16_lr5e-5_e15_seed42_CLEAN,21471,0.000020,2026-06-10T17:42:19+00:00,Single-tissue 9-class slide-split exploratory,AdaptFormer,Tonsil,42,NONE,NONE,NO,NO,NO,NO,CANDIDATE_DELETE,NONE,"Failed/incomplete attempt: only configuration, dataset manifest, and a short log; no checkpoint or inference result."
run/sthelar40x_tonsil_9class_slide_adaptformer_gelu_red16_lr5e-5_e5,15188761,0.014146,2026-06-10T17:42:19+00:00,Single-tissue 9-class slide-split exploratory,AdaptFormer,Tonsil,42,NONE,log/2026-05-29T221908_sthelar40x_tonsil_9class_slide_adaptformer_gelu_red16_lr5e-5_e5/inference_results.json [10698592 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,"No checkpoint remains, but inference results preserve otherwise non-reconstructable historical evidence."
run/sthelar40x_tonsil_9class_slide_adaptformer_gelu_red8_lr5e-5_e10_seed42_CLEAN,21892681,0.020389,2026-06-17T12:59:23+00:00,Single-tissue 9-class slide-split exploratory,AdaptFormer,Tonsil,42,NONE,log/2026-06-16T101108_sthelar40x_tonsil_9class_slide_adaptformer_gelu_red8_lr5e-5_e10_seed42_CLEAN/inference_results.json [10624904 B],NO,NO,NO,YES,KEEP_CRITICAL,NONE,Explicitly referenced by qualitative-figure/QC selection code or report.
run/sthelar40x_tonsil_9class_slide_freeze_e10_seed42_CLEAN,6664291,0.006207,2026-06-16T15:49:54+00:00,Single-tissue 9-class slide-split exploratory,Frozen/raw-style baseline,Tonsil,42,NONE,log/2026-06-15T175256_sthelar40x_tonsil_9class_slide_freeze_e10_seed42_CLEAN/inference_results.json [6539935 B],NO,NO,NO,YES,KEEP_CRITICAL,NONE,Explicitly referenced by qualitative-figure/QC selection code or report.
run/sthelar40x_tonsil_9class_slide_fullft_lr1e-5_e10_seed42_CLEAN_TRUE,29615721,0.027582,2026-06-19T13:07:02+00:00,Single-tissue 9-class slide-split exploratory,FullFT,Tonsil,42,NONE,log/2026-06-18T131517_sthelar40x_tonsil_9class_slide_fullft_lr1e-5_e10_seed42_CLEAN_TRUE/inference_results.json [10831101 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,"No checkpoint remains, but inference results preserve otherwise non-reconstructable historical evidence."
run/sthelar40x_tonsil_9class_slide_fullft_lr5e-5_e10_seed42,37614437,0.035031,2026-06-10T17:42:20+00:00,Single-tissue 9-class slide-split exploratory,FullFT,Tonsil,42,NONE,NONE,NO,NO,NO,YES,KEEP_CRITICAL,NONE,Explicitly referenced by qualitative-figure/QC selection code or report.
run/sthelar40x_tonsil_9class_slide_fullft_lr5e-5_e10_seed42_CLEAN,4734502,0.004409,2026-06-16T15:49:54+00:00,Single-tissue 9-class slide-split exploratory,FullFT,Tonsil,42,NONE,NONE,NO,NO,NO,YES,KEEP_CRITICAL,NONE,Explicitly referenced by qualitative-figure/QC selection code or report.
run/sthelar40x_tonsil_9class_slide_fullft_lr5e-5_e10_seed42_CLEAN_TRUE,24740058,0.023041,2026-06-18T09:17:54+00:00,Single-tissue 9-class slide-split exploratory,FullFT,Tonsil,42,NONE,log/2026-06-17T112320_sthelar40x_tonsil_9class_slide_fullft_lr5e-5_e10_seed42_CLEAN_TRUE/inference_results.json [6285938 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,"No checkpoint remains, but inference results preserve otherwise non-reconstructable historical evidence."
run/sthelar40x_tonsil_9class_slide_fullft_lr5e-5_e1_seed42_TEST,14420744,0.013430,2026-06-17T12:59:23+00:00,Single-tissue 9-class slide-split exploratory,FullFT,Tonsil,42,NONE,log/2026-06-16T174421_sthelar40x_tonsil_9class_slide_fullft_lr5e-5_e1_seed42_TEST/inference_results.json [9680771 B],NO,NO,NO,NO,CANDIDATE_DELETE,NONE,Explicit one-epoch TEST/debug run; no checkpoint. Its small inference/TensorBoard artifacts are not a canonical result.
run/sthelar40x_tonsil_9class_slide_lora_adaptformer_ntonly_r8_a8_gelu_red16_lr5e-5_e10_seed42_CLEAN,18015669,0.016778,2026-06-17T12:59:23+00:00,Single-tissue 9-class slide-split exploratory,LoRA Q/V + AdaptFormer,Tonsil,42,NONE,log/2026-06-16T175749_sthelar40x_tonsil_9class_slide_lora_adaptformer_ntonly_r8_a8_gelu_red16_lr5e-5_e10_seed42_CLEAN/inference_results.json [8839695 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,"No checkpoint remains, but inference results preserve otherwise non-reconstructable historical evidence."
run/sthelar40x_tonsil_9class_slide_lora_adaptformer_r4_a4_red16_lr5e-5_e10_seed42_CLEAN,23535114,0.021919,2026-06-18T09:17:54+00:00,Single-tissue 9-class slide-split exploratory,LoRA Q/V + AdaptFormer,Tonsil,42,NONE,log/2026-06-17T171942_sthelar40x_tonsil_9class_slide_lora_adaptformer_r4_a4_red16_lr5e-5_e10_seed42_CLEAN/inference_results.json [10818665 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,"No checkpoint remains, but inference results preserve otherwise non-reconstructable historical evidence."
run/sthelar40x_tonsil_9class_slide_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN,2993931074,2.788316,2026-06-29T19:58:32+00:00,Single-tissue 9-class slide-split exploratory,LoRA Q/V + AdaptFormer + decoder conv adapters,Tonsil,42,log/2026-06-20T184700_sthelar40x_tonsil_9class_slide_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [2901440018 B],log/2026-06-20T184700_sthelar40x_tonsil_9class_slide_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN/inference_results.json [81129109 B]; log/2026-06-20T184700_sthelar40x_tonsil_9class_slide_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [8562 B]; log/2026-06-20T184700_sthelar40x_tonsil_9class_slide_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [561 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,Non-canonical/exploratory checkpoint is costly to recreate and is not proven redundant; retain pending scientific owner review.
run/sthelar40x_tonsil_9class_slide_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,89447793,0.083305,2026-06-24T13:52:05+00:00,Single-tissue 9-class slide-split exploratory,LoRA Q/V + AdaptFormer + NP/HV/NT final heads,Tonsil,42,NONE,log/2026-06-20T201431_sthelar40x_tonsil_9class_slide_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/inference_results.json [81493461 B]; log/2026-06-20T201431_sthelar40x_tonsil_9class_slide_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [34440 B]; log/2026-06-20T201431_sthelar40x_tonsil_9class_slide_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [5708 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,"No checkpoint remains, but inference results preserve otherwise non-reconstructable historical evidence."
run/sthelar40x_tonsil_9class_slide_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed42_CLEAN,2988645260,2.783393,2026-06-29T19:58:32+00:00,Single-tissue 9-class slide-split exploratory,LoRA Q/V + AdaptFormer + decoder last stage,Tonsil,42,log/2026-06-20T201957_sthelar40x_tonsil_9class_slide_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [2897437594 B],log/2026-06-20T201957_sthelar40x_tonsil_9class_slide_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed42_CLEAN/inference_results.json [82164760 B]; log/2026-06-20T201957_sthelar40x_tonsil_9class_slide_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [35206 B]; log/2026-06-20T201957_sthelar40x_tonsil_9class_slide_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [5973 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,Non-canonical/exploratory checkpoint is costly to recreate and is not proven redundant; retain pending scientific owner review.
run/sthelar40x_tonsil_9class_slide_lora_ntonly_r4_a4_lr5e-5_e10_seed42_CLEAN2,16037663,0.014936,2026-06-12T20:44:03+00:00,Single-tissue 9-class slide-split exploratory,LoRA NT-only,Tonsil,42,NONE,log/2026-06-11T145411_sthelar40x_tonsil_9class_slide_lora_ntonly_r4_a4_lr5e-5_e10_seed42_CLEAN2/inference_results.json [10648942 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,"No checkpoint remains, but inference results preserve otherwise non-reconstructable historical evidence."
run/sthelar40x_tonsil_9class_slide_lora_ntonly_r4_a4_lr5e-5_e15_seed42_CLEAN,8151023,0.007591,2026-06-12T20:44:02+00:00,Single-tissue 9-class slide-split exploratory,LoRA NT-only,Tonsil,42,NONE,NONE,NO,NO,NO,NO,UNKNOWN,NONE,Configuration/log-only run without enough evidence to prove it is safely regenerable or disposable.
run/sthelar40x_tonsil_9class_slide_lora_ntonly_r4_a4_lr5e-5_e5,14322342,0.013339,2026-06-10T17:42:20+00:00,Single-tissue 9-class slide-split exploratory,LoRA NT-only,Tonsil,42,NONE,log/2026-05-29T134608_sthelar40x_tonsil_9class_slide_lora_ntonly_r4_a4_lr5e-5_e5/inference_results.json [10430997 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,"No checkpoint remains, but inference results preserve otherwise non-reconstructable historical evidence."
run/sthelar40x_tonsil_9class_slide_lora_r8_a8_lr5e-5_e10,17689337,0.016474,2026-06-10T17:42:19+00:00,Single-tissue 9-class slide-split exploratory,LoRA,Tonsil,42,NONE,log/2026-06-03T124748_sthelar40x_tonsil_9class_slide_lora_r8_a8_lr5e-5_e10/inference_results.json [11292808 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,"No checkpoint remains, but inference results preserve otherwise non-reconstructable historical evidence."
